Size,Weight,Sweetness,Softness,HarvestTime,Ripeness,Acidity,Quality
-1.0995919,0.8593649,0.835717,-2.552994,-2.3320339,0.37535954,-0.7011551,Good
-4.948808,0.93566686,-0.016275799,-1.6724465,-2.5702748,2.750443,1.645361,Good
-0.04105686,2.4555068,0.92307377,-1.9568748,-0.672149,3.4978075,3.309398,Good
-0.40402406,3.10953,3.1287723,1.0451561,-0.0034750805,1.705066,2.7891192,Good
-2.0773413,1.144665,0.99968106,-1.2217112,-1.5898217,2.475704,3.2753227,Good
-1.114718,1.3970324,5.055361,-1.0804302,-1.5849184,1.3711902,1.5309047,Good
-3.4529247,0.9886074,3.114508,-0.13971417,-3.3569298,-0.50514704,1.3034217,Good
-0.7958462,3.4137633,0.4887233,-1.4823445,0.91091406,1.4387541,1.6295414,Good
-1.3280383,1.0011656,0.15192918,-3.259573,-2.7055087,1.6863799,-0.76770055,Bad
-0.42352772,-0.01272162,2.1509259,-2.9307272,-2.044994,3.099931,1.5730361,Good
-2.23278,3.1739004,2.5670018,-0.87594354,-0.5252189,0.1694425,2.218383,Good
-1.912078,2.941901,3.2589757,-0.6817139,-1.6035117,0.5865748,1.5570415,Good
-3.4626417,-0.34003803,-0.89380836,-3.4818168,-1.0243345,3.0938756,1.0058268,Good
-0.79439676,3.5899599,-0.16264154,-1.3037766,-0.5913014,1.2802206,1.7860014,Good
-1.6085894,1.5771962,-0.066187054,-2.4760325,-0.88641894,1.843599,3.807547,Good
-0.2447293,0.6028015,2.931319,-0.3535531,-2.7237985,0.51352876,2.6095998,Good
-1.9222751,1.3381965,2.2615843,-2.1953456,-2.4766881,2.683758,0.89553195,Good
-2.9754953,2.811489,1.8469777,0.968528,-1.5641054,-1.378567,0.6768992,Good
-0.9803863,-0.6422919,-2.3512745,-4.571186,-1.5687047,2.2056966,-1.1833569,Good
0.69889355,2.5048325,1.8238235,-2.008248,-1.0939082,1.7086054,0.08159954,Good
-0.054405242,2.6568005,-0.6609856,-1.7404498,-1.6676546,3.5622375,0.62452865,Good
-0.9973927,0.81629497,-0.817204,-1.6438204,-1.0963683,1.8166277,3.025631,Good
-0.8225021,2.1479146,-0.92279583,-3.566991,-1.0592365,3.4419782,-0.47262466,Good
-1.8377597,1.2029997,-1.4979208,-2.5042362,-2.194379,3.2342901,2.077403,Good
-0.39041755,1.4351233,2.2473102,-0.82716334,-2.8917527,0.14106631,1.346283,Good
-2.1285598,1.6567165,0.71079195,-3.6291943,-0.24908486,1.9910322,-0.4178118,Good
-0.5928164,-0.1690181,1.3613776,-2.6591895,-1.0305489,1.2555294,1.1610047,Good
-0.11147463,1.4924884,-0.11701699,-2.8165054,-1.7083213,4.2568345,3.3803442,Good
-4.7566457,1.9655027,3.4235988,0.15348528,-1.5636513,-0.7968362,2.1032877,Good
0.44522202,2.3323624,-2.027212,-4.3251395,-0.87438536,5.3147044,0.30462295,Good
-1.3743073,1.1125576,0.24822357,-1.3769253,-2.001956,1.3620547,1.32568,Good
-0.0971073,0.9045014,2.68317,-0.7548262,-2.6919277,0.9134312,1.4241499,Good
-0.8302561,0.4787825,-0.057946093,-3.2177987,-1.2429042,2.1125336,2.6473258,Good
0.121320225,0.76031965,1.5446274,-2.1849353,-0.05549847,1.0708326,1.5648019,Good
-3.5437462,2.6771672,-1.1856652,-1.5670794,-0.37911987,1.0346137,1.5805278,Good
-4.507721,1.3558882,1.3178592,-3.5803246,-2.8080506,2.993408,2.5310383,Good
-0.60026705,0.92381287,2.8551319,-3.826783,-0.7552101,3.6800227,-3.077271,Good
-4.8197417,0.0005910767,-1.8606715,-5.6447473,-3.9047296,4.8813753,-1.0211824,Good
0.8241759,2.0125287,0.3394634,-2.070216,1.0832114,2.920262,3.3381643,Good
-2.8084517,1.282176,2.9265707,0.5833669,-1.4257531,-1.8206502,2.721213,Good
-0.85860264,1.346637,-2.9224567,-1.5868679,-0.5137122,2.3999214,1.0771787,Good
0.3492773,1.0683329,5.1152954,-1.086893,-0.95647573,0.45261645,3.2445483,Good
-3.1699286,2.145649,2.832365,-0.68661034,-1.4890603,1.5915188,1.2124728,Good
-3.057971,3.2393732,2.6781635,-2.355711,-1.459471,3.821086,4.6559043,Good
0.43848327,1.3340735,6.2110777,-1.2372898,-0.65810794,2.1813428,1.4192934,Good
-2.0764382,2.1851025,-0.96396226,-0.7695772,-1.5635664,0.6462993,0.65738285,Good
-0.85361195,2.1376646,1.1167257,-0.76099163,-1.238461,0.11500521,1.1388779,Good
-0.64885306,1.570433,1.3141017,-0.5390179,-1.8061763,2.0671477,2.8896835,Good
-1.3033915,1.183802,0.21584836,-1.1780521,-1.1767157,0.30023864,-0.99681914,Good
-1.0644978,-0.6078955,-0.4436634,-2.8468864,-1.0582559,1.4363941,1.7590227,Good
0.62672836,2.1583097,-1.8770518,-3.470815,0.05718764,4.5440407,4.36394,Good
-2.4231179,1.1788528,0.6279821,-2.4664502,-2.445138,2.4399285,1.967123,Good
-1.8000461,2.2619655,0.3490902,-1.7016886,-0.86204565,-0.0027408374,-0.4536354,Good
0.20182168,1.8789121,-1.24566,-1.9966671,-1.2059587,3.2209628,1.0472418,Good
-0.31367943,1.3295879,1.8558487,-2.4042783,-0.72643137,4.9775915,3.23558,Good
-2.280882,2.178614,0.3091392,-0.69986916,-2.3693504,1.2827466,0.07485025,Good
-1.4946109,1.2018055,2.9947062,-0.8828099,0.6056775,0.60955817,2.96357,Good
-2.3183367,2.625387,0.09199419,-0.8252629,-1.6976041,1.4871346,2.2387254,Good
-1.5332863,2.1582124,2.4879007,-0.42717168,-0.8953322,2.3692038,1.8710176,Good
1.0922277,0.8040858,1.8207008,-1.8203652,-1.1220391,2.8775687,2.135019,Good
1.8776073,2.1966295,2.43181,-0.38974217,-0.057867806,1.5364798,3.6584926,Good
-2.9999397,0.62083673,-1.7554306,-5.3080783,-0.86778563,4.2522964,1.7166535,Good
-0.015818592,1.991925,1.330747,-1.5859709,-0.064518765,2.1430635,1.5402575,Good
-0.8250334,1.9650205,3.2766235,-1.4874048,-0.62889737,0.4671731,1.203214,Good
-2.8286357,0.23917545,-0.059486274,-3.180651,-3.2035835,2.8084362,-0.20437452,Good
0.2216972,0.64814115,-0.14074951,-2.624014,-0.19373468,3.8063734,1.6386757,Good
-0.64564145,0.88212687,1.5268301,-4.0976076,-1.1717429,5.3997602,2.5770786,Good
0.4656404,1.7895194,-1.8207821,-2.0738983,-0.6718816,3.4880207,0.60097957,Good
-3.0871227,1.9100325,2.039586,-2.3302286,-1.9503677,1.3050455,2.1772149,Good
-1.6794618,1.0035683,-1.2122339,-3.2483675,-0.1258004,4.603884,1.3581582,Good
-1.4629126,1.7819173,-2.9209285,-3.2375154,-1.5621693,6.477786,3.7441542,Good
-2.782941,0.75486904,3.9492462,-2.365367,-3.3238535,0.37423316,1.0204703,Good
-3.5920205,0.22077335,0.29870528,-1.7596992,-4.1161947,0.60493183,-2.3875804,Good
-2.4340453,2.886807,4.5519843,0.56626016,-0.9925127,-0.042805128,0.95390195,Good
-2.588811,1.2436007,0.7663513,-3.1944122,-1.4206406,1.2823133,-0.6608253,Good
-3.3195837,1.6462616,1.8834593,-1.7922987,-1.5980446,2.915999,1.4931625,Good
-1.7854432,2.0128102,-0.21385653,-2.3862445,-1.1568494,4.2926435,2.850856,Good
0.42321467,1.216493,4.1747713,-1.83184,-1.6256002,1.6459818,3.360809,Good
-2.7073379,0.96455824,-0.09822509,-2.3663268,-2.3228652,2.1088908,0.22938772,Good
-0.78675115,1.0519774,3.6323385,-1.7042174,-1.3261677,0.57549775,0.29056823,Good
-1.7753888,0.67442715,1.5054814,-2.4176888,-2.4172618,1.9787519,3.796403,Good
-2.1393306,0.5922464,2.298058,-2.0153322,-2.8479195,1.5852108,2.893043,Good
-1.1789728,1.2442963,2.4287562,-0.4634941,-2.154636,-1.3416997,0.45906043,Good
-2.399901,0.44156817,1.6598432,-1.879707,-1.5261422,1.7138225,2.3953917,Good
-1.6788108,1.7189255,-2.7750232,-3.1248822,-0.014007191,3.788991,3.0928159,Good
-2.5943422,0.94918203,0.9342018,-1.3439014,-1.3012756,0.7491646,0.8645365,Good
-2.658069,1.4006454,1.6984655,-1.2373397,-0.41874555,1.1164031,0.7656907,Good
-1.409863,0.57780695,4.1600714,-0.4050118,-2.195653,-0.29388124,2.5594692,Good
-1.5790887,1.420451,2.2011082,-1.4067649,0.022585366,1.7333335,0.59500575,Good
-1.217433,1.1101815,3.0499556,-2.7939584,-2.277606,2.319198,-0.07575211,Good
-2.3622,0.5948414,1.7815757,-0.8677102,-3.4469368,-0.29636568,0.17661168,Good
2.0099993,1.3980714,1.928721,-1.0204152,-1.0906924,1.4899552,3.9766634,Good
-1.230858,2.0557868,-0.65085864,-1.9434692,0.3052706,2.2932816,4.033556,Good
-1.5939391,1.2523319,2.1407607,-1.703821,-0.7350021,1.7069542,2.319107,Good
-1.8131001,1.660863,-0.038276665,-0.8049782,-2.465801,0.2588006,2.6343071,Good
0.27019992,1.297477,-0.0155705875,-2.0305762,-1.5170535,1.8593166,3.3380978,Good
-0.47375187,1.4231814,0.92107797,-1.9092863,-0.7548529,1.732145,2.4522493,Good
-2.8810253,0.76872385,1.3427696,-1.7814822,-2.0631697,1.4916106,-0.12546854,Good
-3.45056,3.26434,-0.7509927,-1.3260083,-1.2954346,0.7402779,-0.31665105,Good
-1.2196995,1.6558651,3.4523816,0.71627134,-2.5122,-1.6198435,2.0065353,Good
-1.2061424,1.6891425,4.1967616,-1.1576262,-1.7719939,2.3626368,2.158953,Good
-0.9542388,2.1476486,0.75167674,-1.0501134,-1.3605429,0.21022749,0.7916033,Good
-0.44739762,0.07220355,2.6230454,-3.2662692,0.389777,1.8092605,1.3144898,Good
-2.2162743,1.9939039,3.1184468,-2.0300775,-2.7884579,3.6508548,5.1620245,Good
-2.6101234,2.9885745,-1.8547224,-0.8957349,-2.2848642,2.3401122,0.20425016,Good
-0.6130011,4.004556,0.91598123,1.0671141,0.1233278,0.2766467,2.8707278,Good
-3.9651575,0.43198353,1.150413,-2.2626958,-3.4865606,1.4481925,-0.612869,Good
-2.9295595,0.25993326,0.3879349,-1.7081244,-2.476623,1.5244895,0.18768175,Good
-1.1816068,2.56084,1.812272,-1.6404678,-1.0247778,3.3863413,1.3333619,Good
-1.299546,0.34974894,0.72236353,-3.0887952,-1.4029287,3.0978577,0.60618097,Good
-3.1104758,3.035432,-0.86402947,-0.29675475,-2.5698123,-0.43028393,0.81500894,Good
-2.4822404,1.5911036,2.0548077,-0.31490937,-1.975586,0.25559717,2.7234411,Good
-3.6107564,1.1889884,-1.7188522,-3.8810153,-1.196476,5.1612086,2.0760572,Good
-0.06922944,2.257594,1.099142,-1.2216759,1.8242111,2.8704627,1.8638871,Good
0.7127952,1.1747179,3.4868796,0.40493068,-2.2195609,-1.4480212,3.631408,Good
1.2698971,2.3036332,1.4054686,-1.790537,-0.17015041,2.49581,2.889641,Good
-2.3466158,1.9936157,4.314726,0.3832707,-0.9407811,0.2902305,2.6187365,Good
-0.72851557,2.4705832,2.2456536,-1.4007604,0.46730566,3.0611982,1.3735898,Good
-1.3064482,1.2213271,-0.2721367,-2.1779032,-0.85562795,1.6370562,0.64137566,Good
-1.1105348,1.1147361,2.508469,-1.8817368,-3.2432382,2.382193,4.101438,Good
-1.8281684,0.9966494,5.360637,-1.321495,-1.5460961,-0.32917082,0.40278792,Good
-4.50421,2.3846414,1.1091154,-1.0531484,-0.9863528,0.14854734,1.7437967,Good
1.1924437,1.3216898,1.4158094,-2.0616174,-0.8698168,2.16478,5.078788,Good
-1.814008,2.6984422,1.027549,0.193191,-2.2515852,0.48482335,0.8334251,Good
-1.054993,0.9211657,5.0241785,-1.9853462,-0.61688215,3.7990007,1.7727671,Good
0.51993906,2.227953,1.2397361,-1.6299797,-0.5958247,2.419514,0.6389725,Good
-1.6597949,1.1377584,2.9108732,-0.479264,-1.923504,-1.3190246,1.0971357,Good
0.2502692,2.4266376,5.9869695,2.0901,-0.57886356,-1.0254756,4.6529217,Good
-0.9670032,1.6988556,2.9136715,0.20338304,-0.9044924,0.9436017,1.3542233,Good
-2.0467126,4.483807,3.0211163,0.35028878,-1.3636975,0.93435204,0.9216241,Good
-4.024721,-0.24503136,-0.59893495,-1.9277303,-1.6304517,-0.37740347,2.2684944,Good
-0.8881911,0.9422389,0.19693173,-1.4352556,-1.8429407,1.1682941,0.63932747,Good
-2.5625415,-0.3631764,0.7107156,-1.7477956,-3.2683582,1.5143855,3.4628673,Good
0.052779794,4.5741467,1.1490239,3.2820823,-0.96170294,-0.9344722,4.9180775,Good
0.1554675,3.386331,3.0103817,-0.9834859,-0.64399475,2.3071744,2.6497633,Good
-2.5344558,0.34781897,2.0672545,-2.03182,-0.90272516,0.51680064,1.0251666,Good
-2.1178348,0.44823825,-0.70804936,-0.023589922,-1.7690532,-0.0029501768,1.4737345,Good
-3.0119286,3.3856874,1.696001,-0.7334854,-1.5148627,1.098091,1.0818607,Good
-3.1632397,0.5190117,3.5061688,-1.9247246,-3.9758108,1.5610439,2.010855,Good
-0.45955995,1.1116257,1.2813885,-1.8434857,-0.06729742,2.4795513,3.3177612,Good
-2.198826,2.1735644,-0.8848278,-3.0286717,-1.2195662,2.9330337,0.034479346,Good
-1.7048227,3.4812863,3.714095,0.7723083,-1.7405785,-2.688851,2.071852,Good
0.16055828,3.83747,0.4707172,-0.6874564,0.04240359,2.3808267,2.7052019,Good
-1.8386763,1.5341911,-0.043455172,-0.42127958,-0.6494295,1.5420948,0.23294228,Good
-0.9622371,1.6923392,2.126118,-2.1778967,-0.6767218,2.027534,1.2092739,Good
-0.99711657,1.7619665,1.330727,-1.3944442,-2.0030317,2.0573435,3.026417,Good
-0.68475926,2.5753822,-0.47405958,-2.6020458,-1.8825239,3.1955516,1.6559013,Good
-2.3814893,2.1986482,0.84719443,-1.363358,-2.6924636,1.2312024,-1.1516764,Good
-0.4023589,2.0093796,4.437625,-0.9163847,-0.19266577,0.83887196,0.008850456,Good
-0.041097954,2.851044,1.8322506,0.2706398,-0.095489725,0.7528487,4.5788918,Good
-3.1455653,0.65329343,2.9006922,-0.43764234,-3.403482,-2.4500654,0.23933472,Good
-2.3024242,2.97504,1.4574327,0.41413355,-1.491382,-0.3315868,0.203265,Good
-1.1149212,-1.1468344,2.1013944,-3.9136639,-1.4725747,4.2695947,3.324977,Good
-2.157634,1.4012272,0.37467,-1.4609358,-0.8757255,3.1849163,2.5052466,Good
-1.1121278,2.1269753,-0.34089097,-4.21575,0.5741205,3.4703746,-1.0886568,Good
-2.987577,2.088725,0.18645944,-0.4480923,-2.2963095,0.00012755101,1.236839,Good
-2.6814518,1.0695193,0.5822527,-2.4268227,-1.9601123,2.473034,2.387551,Good
-0.4225828,3.5135748,1.6498938,0.4017425,-0.9254088,-0.9825993,1.3516381,Good
-0.15234363,0.66062295,1.7103767,-2.1701698,-1.5643575,2.4999123,-0.25993413,Good
-2.4435523,0.21760076,3.1122236,-0.6226118,-3.9338846,0.8761849,1.3277966,Good
-1.1251339,1.6282772,-1.694002,-2.136808,-2.4274573,2.3011932,2.0414662,Good
-2.6270206,1.059819,2.0698185,-1.2391235,-2.7733302,-0.034887187,1.4892583,Good
-1.0722417,2.4202857,1.5472491,-0.4104882,-0.5291139,0.9030714,-0.42705777,Good
-1.1927223,2.3305373,-0.39125946,-1.3388925,-0.48447317,1.5942357,1.6108661,Good
0.3859562,1.8693099,0.10204923,-1.8465348,-1.4480664,3.0656822,3.0149934,Good
-1.6047633,0.27042428,1.1307408,-2.2177837,-1.6907573,2.0957081,0.29535902,Good
-1.4908154,0.7199391,0.22027805,-1.6811324,-4.2823396,1.2517632,4.1205597,Good
-2.435193,0.9898657,2.0529294,-1.8109539,-1.8659729,1.0835555,3.6931033,Good
-2.110472,1.944136,3.6521413,-0.3582351,-0.74876356,0.64100766,3.5972495,Good
-1.9447157,0.5928181,4.024989,-0.32783446,-4.1138444,-1.7363428,2.7568226,Good
1.3995605,3.1443033,4.153282,-0.6107541,-0.35883284,1.1773455,1.8772647,Good
-3.3921814,1.9759095,1.9564621,-0.5331625,-1.9599555,1.0830373,0.39165586,Good
-1.6387252,1.5943764,1.7718523,-0.9162968,-1.7978132,0.9392285,2.2342558,Good
-0.47127888,1.7959186,-0.072358884,-2.3417764,-1.6752182,3.7278636,1.1311659,Good
-2.6541195,0.32128844,3.5619395,1.1921142,-1.3443855,-1.5851719,4.133641,Good
-0.24279913,-0.5566818,-1.036288,-5.8163943,-1.4839643,5.4078555,-1.0256218,Good
-2.2044895,1.064642,3.1100838,-0.37221718,-2.427604,-0.6126933,2.9339845,Good
0.2510409,0.2261117,5.2496796,-2.1834974,-1.6038548,2.623208,3.179658,Good
-3.5213833,0.94402164,0.029124057,-1.7131271,-1.6961045,1.9881151,0.7263566,Good
-1.7013432,1.2954683,2.704628,-1.7510195,-2.2927282,1.7079097,2.6732516,Good
-3.284054,2.0181751,3.8867764,-1.2990474,-0.26645803,-0.25943166,-0.22715569,Good
-2.856516,2.6390772,-1.330393,-2.1140199,-0.45851767,2.8789842,-0.41412875,Good
-3.001312,2.2480912,0.81566036,-1.7754573,-1.6378964,1.3416252,0.3508889,Good
-0.00054573873,2.735709,2.1572292,-0.51125854,-0.9896552,0.6003623,2.783185,Good
0.27606845,1.4490379,1.0280615,-1.6157744,-1.767542,1.5479383,2.776441,Good
-0.42765543,2.6407113,1.3214487,-0.85500985,0.17711598,1.5444524,3.208103,Good
-1.3538704,3.5300794,1.502134,-1.5435258,-0.4928846,1.3932291,-0.4202633,Good
-0.39244202,0.7180199,-0.07209792,-0.84598464,-0.8048739,1.1505183,2.0962071,Good
-2.139886,1.4905034,0.7599966,-2.5200567,-2.2634377,1.0042523,1.5139756,Good
0.3949736,2.5948174,2.7133164,-0.4245374,0.4244575,1.5061617,2.1068285,Good
-0.39255637,1.6297188,4.376361,-0.84368056,-1.8248017,0.33404827,2.1215007,Good
-0.9512467,2.7755542,0.036330305,-2.581294,0.10725062,3.5582175,1.9507653,Good
0.88868016,4.094424,0.1701332,-0.99409544,-0.11895086,2.2030997,0.9271929,Good
-1.9270897,1.9548934,0.5969426,-0.87597084,-1.4703715,2.601365,1.9499056,Good
-1.8324747,1.2526348,3.5302038,-1.1898847,-0.66119933,-0.3388104,2.1932895,Good
-3.7690942,0.88882434,2.9275935,-1.0658883,-3.377275,1.0848063,2.879123,Good
-2.783545,1.4079295,2.8463502,0.3973582,-1.1092337,-0.6210936,2.170828,Good
-3.2663136,2.3534725,0.90059435,-1.7809409,-0.98173183,2.2539673,0.12509619,Good
1.0026144,1.2193352,0.8514518,-1.0278176,-0.55652285,1.1182408,3.2497482,Good
-3.7434332,0.48978892,5.198063,0.5064637,-3.5824196,-0.57944036,1.6293567,Good
-5.8613834,1.2891873,-1.6400464,-3.3814025,-2.713121,3.078355,1.5026616,Good
0.3968124,3.3580818,3.8269048,1.3594838,-1.9276252,0.6884564,4.6216946,Good
0.19892198,1.6047521,1.2709569,-0.5547125,-1.5906969,0.66611737,0.4616125,Good
-1.721894,-0.33186004,1.1518139,-2.3799295,-3.2248025,2.204157,0.4206721,Good
-1.3948298,2.3001823,1.8672433,-1.8075296,-0.58071536,0.79859495,0.7956436,Good
-0.34108838,0.250026,0.41287848,-3.3549337,-0.74631953,4.354462,2.4152007,Good
0.79816085,2.9669487,1.4508449,0.3529496,0.17463923,-0.62516224,2.1910524,Good
-1.1990542,1.7235714,2.1260788,-0.34187937,-2.8866851,-0.87073565,3.9381616,Good
-0.883021,1.8304361,1.1279057,-0.7127093,0.1054997,1.2438501,1.1003811,Good
0.5217917,3.1924205,3.418907,0.26725492,-2.6096683,-0.5749232,1.3426129,Good
0.63969207,2.5746386,1.2726414,-1.204843,0.85586405,1.4288766,1.5376071,Good
-3.244228,2.2948635,0.046163578,-1.9870837,-0.7717224,2.044768,0.9371963,Good
-1.4175266,1.29186,0.76784307,-0.774417,-0.93060803,3.202394,1.2187933,Good
-2.3460853,0.7456157,2.1542728,-1.9134973,-1.421793,2.02221,-0.96300745,Good
-1.1329637,1.0351024,3.1440964,-1.9545342,-0.5619872,2.9285703,2.1003895,Good
-0.9435819,1.1657606,2.0586886,-1.2576402,-1.2258438,2.408934,1.717871,Good
-1.209003,0.5872918,1.6895368,-1.1453153,-1.6009734,0.056692485,0.458452,Good
-1.5354371,1.6475633,2.1196895,-0.8142036,-2.1204057,1.047453,2.279427,Good
-2.1406147,-0.003836022,0.4967693,-2.9921575,-2.7909646,2.6281013,2.0846417,Good
1.4726099,0.6166565,2.8031378,-1.9206148,-2.3742943,2.2505429,2.9484408,Good
-2.1559153,1.5101514,2.6644897,-0.82679003,-1.0704387,1.7154005,1.6281819,Good
-2.200867,2.4252944,3.6407993,1.6726213,-1.4334321,-1.1630033,2.0894525,Good
-1.1103951,2.1090655,2.2491398,-1.1821747,-1.0979518,-0.00136717,-1.3834447,Good
-0.90840834,0.15476106,1.2718428,-4.1198225,-2.1304307,3.9560068,2.163232,Good
-0.94681686,3.268493,1.1266011,-2.8878698,0.20108773,2.608574,-1.7600517,Good
-3.4969625,0.3079848,0.63767517,-1.1550055,-3.3589697,0.32319036,1.7146739,Good
-4.9763784,0.18657301,0.8996792,-4.110629,-1.1905433,3.8470652,1.1588105,Good
-2.1474555,0.74446315,-0.08160196,-3.0099254,-2.557891,0.62917244,-1.7961051,Good
-0.8811638,1.0883721,0.4289701,-2.0509384,-1.7906356,2.1039357,-0.07941811,Good
-1.3725421,1.638202,0.34246957,-0.61439484,-2.2516894,-0.05701347,-0.78884846,Good
-3.380977,0.87808335,3.105832,-2.1223042,-3.2711797,0.9387345,1.4117986,Good
0.020432454,2.518991,1.4666715,-0.5411803,-0.44543552,0.49273625,3.205806,Good
-2.2955866,0.63695323,-2.1003594,-3.0938964,-1.4897352,2.515856,1.6655138,Good
